frame.number;frame.time;frame.len;frame.protocols;ip.proto;ip.src;tcp.srcport;udp.srcport;ip.dst;tcp.dstport;udp.dstport
6872;May 20, 2017 17:09:01.351211000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6873;May 20, 2017 17:09:01.351978000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6874;May 20, 2017 17:09:01.352018000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6875;May 20, 2017 17:09:01.352304000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6876;May 20, 2017 17:09:01.353163000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6877;May 20, 2017 17:09:01.353200000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6878;May 20, 2017 17:09:01.353615000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6879;May 20, 2017 17:09:01.354314000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6880;May 20, 2017 17:09:01.354394000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6881;May 20, 2017 17:09:01.354448000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6882;May 20, 2017 17:09:01.354672000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6883;May 20, 2017 17:09:01.354988000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6884;May 20, 2017 17:09:01.355036000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6885;May 20, 2017 17:09:01.355577000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6886;May 20, 2017 17:09:01.356314000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6887;May 20, 2017 17:09:01.356386000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6888;May 20, 2017 17:09:01.356718000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6889;May 20, 2017 17:09:01.357488000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6890;May 20, 2017 17:09:01.357535000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6891;May 20, 2017 17:09:01.357611000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6892;May 20, 2017 17:09:01.357810000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6893;May 20, 2017 17:09:01.358769000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6894;May 20, 2017 17:09:01.358828000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6895;May 20, 2017 17:09:01.359104000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6896;May 20, 2017 17:09:01.359675000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6897;May 20, 2017 17:09:01.359723000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6898;May 20, 2017 17:09:01.360116000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6899;May 20, 2017 17:09:01.360293000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6900;May 20, 2017 17:09:01.360803000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6901;May 20, 2017 17:09:01.361510000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6902;May 20, 2017 17:09:01.361571000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6903;May 20, 2017 17:09:01.361909000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6904;May 20, 2017 17:09:01.362008000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6905;May 20, 2017 17:09:01.362817000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6906;May 20, 2017 17:09:01.363298000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6907;May 20, 2017 17:09:01.363336000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6908;May 20, 2017 17:09:01.363358000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6909;May 20, 2017 17:09:01.363648000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6910;May 20, 2017 17:09:01.364263000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6911;May 20, 2017 17:09:01.364301000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6912;May 20, 2017 17:09:01.364620000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6913;May 20, 2017 17:09:01.365266000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6914;May 20, 2017 17:09:01.365301000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6915;May 20, 2017 17:09:01.365697000 JST;1514;eth:ethertype:ip:tcp:ssl:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6916;May 20, 2017 17:09:01.365748000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6917;May 20, 2017 17:09:01.372714000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6918;May 20, 2017 17:09:01.372722000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6919;May 20, 2017 17:09:01.372724000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6920;May 20, 2017 17:09:01.372806000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6921;May 20, 2017 17:09:01.372808000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6922;May 20, 2017 17:09:01.372833000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6923;May 20, 2017 17:09:01.372833000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6924;May 20, 2017 17:09:01.372963000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6925;May 20, 2017 17:09:01.373080000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6926;May 20, 2017 17:09:01.373084000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6927;May 20, 2017 17:09:01.373095000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6928;May 20, 2017 17:09:01.373106000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6929;May 20, 2017 17:09:01.373420000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6930;May 20, 2017 17:09:01.373717000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6931;May 20, 2017 17:09:01.373721000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6932;May 20, 2017 17:09:01.373722000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6933;May 20, 2017 17:09:01.373771000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6934;May 20, 2017 17:09:01.373779000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6935;May 20, 2017 17:09:01.373807000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6936;May 20, 2017 17:09:01.373917000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6937;May 20, 2017 17:09:01.374006000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6938;May 20, 2017 17:09:01.374009000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6939;May 20, 2017 17:09:01.374047000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6940;May 20, 2017 17:09:01.374112000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6941;May 20, 2017 17:09:01.374497000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6942;May 20, 2017 17:09:01.374501000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6943;May 20, 2017 17:09:01.374537000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6944;May 20, 2017 17:09:01.375239000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6945;May 20, 2017 17:09:01.375354000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6946;May 20, 2017 17:09:01.375690000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6947;May 20, 2017 17:09:01.376313000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6948;May 20, 2017 17:09:01.376370000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6949;May 20, 2017 17:09:01.376825000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6950;May 20, 2017 17:09:01.377391000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6951;May 20, 2017 17:09:01.377449000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6952;May 20, 2017 17:09:01.377911000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6953;May 20, 2017 17:09:01.378057000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6954;May 20, 2017 17:09:01.378295000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6955;May 20, 2017 17:09:01.378810000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6956;May 20, 2017 17:09:01.378868000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6957;May 20, 2017 17:09:01.379497000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6958;May 20, 2017 17:09:01.380054000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6959;May 20, 2017 17:09:01.380111000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6960;May 20, 2017 17:09:01.381249000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6961;May 20, 2017 17:09:01.381253000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6962;May 20, 2017 17:09:01.381316000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6963;May 20, 2017 17:09:01.381377000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6964;May 20, 2017 17:09:01.381701000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6965;May 20, 2017 17:09:01.382306000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6966;May 20, 2017 17:09:01.382368000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6967;May 20, 2017 17:09:01.382848000 JST;1514;eth:ethertype:ip:tcp:data;6;183.79.249.252;443;;192.168.3.13;61691;
6968;May 20, 2017 17:09:01.383369000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6969;May 20, 2017 17:09:01.383427000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6970;May 20, 2017 17:09:01.384130000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6971;May 20, 2017 17:09:01.384246000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6972;May 20, 2017 17:09:01.384443000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6973;May 20, 2017 17:09:01.385142000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6974;May 20, 2017 17:09:01.385200000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6975;May 20, 2017 17:09:01.385746000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6976;May 20, 2017 17:09:01.386203000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6977;May 20, 2017 17:09:01.386264000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6978;May 20, 2017 17:09:01.386881000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6979;May 20, 2017 17:09:01.387320000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6980;May 20, 2017 17:09:01.387383000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6981;May 20, 2017 17:09:01.387445000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6982;May 20, 2017 17:09:01.387752000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6983;May 20, 2017 17:09:01.388335000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6984;May 20, 2017 17:09:01.388388000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6985;May 20, 2017 17:09:01.390113000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6986;May 20, 2017 17:09:01.390117000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6987;May 20, 2017 17:09:01.390160000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6988;May 20, 2017 17:09:01.390273000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6989;May 20, 2017 17:09:01.390928000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6990;May 20, 2017 17:09:01.391194000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
6991;May 20, 2017 17:09:01.391211000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6992;May 20, 2017 17:09:01.391212000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6993;May 20, 2017 17:09:01.391657000 JST;1514;eth:ethertype:ip:tcp:ssl:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6994;May 20, 2017 17:09:01.391709000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6995;May 20, 2017 17:09:01.392236000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6996;May 20, 2017 17:09:01.392897000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6997;May 20, 2017 17:09:01.392997000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
6998;May 20, 2017 17:09:01.393451000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
6999;May 20, 2017 17:09:01.393867000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7000;May 20, 2017 17:09:01.394027000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7001;May 20, 2017 17:09:01.395097000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7002;May 20, 2017 17:09:01.395180000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7003;May 20, 2017 17:09:01.395887000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7004;May 20, 2017 17:09:01.396552000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7005;May 20, 2017 17:09:01.396674000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7006;May 20, 2017 17:09:01.396694000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7007;May 20, 2017 17:09:01.397903000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7008;May 20, 2017 17:09:01.397946000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7009;May 20, 2017 17:09:01.397998000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7010;May 20, 2017 17:09:01.398211000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7011;May 20, 2017 17:09:01.398214000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7012;May 20, 2017 17:09:01.398274000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7013;May 20, 2017 17:09:01.398283000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7014;May 20, 2017 17:09:01.398989000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7015;May 20, 2017 17:09:01.399549000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7016;May 20, 2017 17:09:01.399553000 JST;1514;eth:ethertype:ip:tcp:data;6;183.79.249.252;443;;192.168.3.13;61691;
7017;May 20, 2017 17:09:01.399611000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7018;May 20, 2017 17:09:01.400604000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7019;May 20, 2017 17:09:01.400688000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7020;May 20, 2017 17:09:01.400739000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7021;May 20, 2017 17:09:01.401358000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7022;May 20, 2017 17:09:01.401756000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7023;May 20, 2017 17:09:01.401806000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7024;May 20, 2017 17:09:01.402760000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7025;May 20, 2017 17:09:01.402764000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7026;May 20, 2017 17:09:01.402822000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7027;May 20, 2017 17:09:01.403228000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7028;May 20, 2017 17:09:01.403910000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7029;May 20, 2017 17:09:01.403979000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7030;May 20, 2017 17:09:01.404042000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7031;May 20, 2017 17:09:01.404154000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7032;May 20, 2017 17:09:01.405084000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7033;May 20, 2017 17:09:01.405088000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7034;May 20, 2017 17:09:01.405149000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7035;May 20, 2017 17:09:01.405721000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7036;May 20, 2017 17:09:01.405794000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7037;May 20, 2017 17:09:01.406373000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7038;May 20, 2017 17:09:01.406497000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7039;May 20, 2017 17:09:01.407037000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7040;May 20, 2017 17:09:01.407311000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7041;May 20, 2017 17:09:01.407351000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7042;May 20, 2017 17:09:01.408304000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7043;May 20, 2017 17:09:01.408791000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7044;May 20, 2017 17:09:01.408849000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7045;May 20, 2017 17:09:01.408951000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7046;May 20, 2017 17:09:01.409751000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7047;May 20, 2017 17:09:01.409846000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7048;May 20, 2017 17:09:01.409904000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7049;May 20, 2017 17:09:01.410043000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7050;May 20, 2017 17:09:01.410930000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7051;May 20, 2017 17:09:01.410991000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7052;May 20, 2017 17:09:01.411328000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7053;May 20, 2017 17:09:01.412056000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7054;May 20, 2017 17:09:01.412115000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7055;May 20, 2017 17:09:01.415066000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7056;May 20, 2017 17:09:01.415574000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7057;May 20, 2017 17:09:01.415667000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7058;May 20, 2017 17:09:01.415728000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7059;May 20, 2017 17:09:01.417429000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7060;May 20, 2017 17:09:01.418007000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7061;May 20, 2017 17:09:01.418107000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7062;May 20, 2017 17:09:01.418534000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7063;May 20, 2017 17:09:01.419280000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7064;May 20, 2017 17:09:01.419358000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7065;May 20, 2017 17:09:01.419466000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7066;May 20, 2017 17:09:01.419622000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7067;May 20, 2017 17:09:01.420885000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7068;May 20, 2017 17:09:01.421245000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7069;May 20, 2017 17:09:01.421302000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7070;May 20, 2017 17:09:01.421414000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7071;May 20, 2017 17:09:01.422326000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7072;May 20, 2017 17:09:01.422401000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
7073;May 20, 2017 17:09:01.422500000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
7074;May 20, 2017 17:09:01.423107000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
