frame.number;frame.time;frame.len;frame.protocols;ip.proto;ip.src;tcp.srcport;udp.srcport;ip.dst;tcp.dstport;udp.dstport
2354;May 20, 2017 17:08:35.394766000 JST;201;eth:ethertype:ip:tcp:ssl;6;17.167.192.231;443;;192.168.3.13;61637;
2355;May 20, 2017 17:08:35.394841000 JST;54;eth:ethertype:ip:tcp;6;192.168.3.13;61637;;17.167.192.231;443;
2356;May 20, 2017 17:08:35.396072000 JST;1514;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61647;
2357;May 20, 2017 17:08:35.396089000 JST;839;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61650;;61.120.158.48;443;
2358;May 20, 2017 17:08:35.396580000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2359;May 20, 2017 17:08:35.396638000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2360;May 20, 2017 17:08:35.397477000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2361;May 20, 2017 17:08:35.397482000 JST;429;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61647;
2362;May 20, 2017 17:08:35.397547000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2363;May 20, 2017 17:08:35.397896000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2364;May 20, 2017 17:08:35.398199000 JST;839;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61641;;61.120.158.48;443;
2365;May 20, 2017 17:08:35.398579000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2366;May 20, 2017 17:08:35.398632000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61648;;61.120.158.48;443;
2367;May 20, 2017 17:08:35.398921000 JST;1514;eth:ethertype:ip:tcp:ssl:ssl;6;61.120.158.48;443;;192.168.3.13;61648;
2368;May 20, 2017 17:08:35.399627000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61648;;61.120.158.48;443;
2369;May 20, 2017 17:08:35.399902000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2370;May 20, 2017 17:08:35.399906000 JST;850;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61648;
2371;May 20, 2017 17:08:35.399910000 JST;66;eth:ethertype:ip:tcp;6;74.125.23.157;443;;192.168.3.13;61642;
2372;May 20, 2017 17:08:35.399963000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61648;;61.120.158.48;443;
2373;May 20, 2017 17:08:35.401855000 JST;838;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61647;;61.120.158.48;443;
2374;May 20, 2017 17:08:35.403820000 JST;838;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61648;;61.120.158.48;443;
2375;May 20, 2017 17:08:35.406874000 JST;855;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61649;
2376;May 20, 2017 17:08:35.406964000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61649;;61.120.158.48;443;
2377;May 20, 2017 17:08:35.409132000 JST;839;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61649;;61.120.158.48;443;
2378;May 20, 2017 17:08:35.416490000 JST;1514;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61636;
2379;May 20, 2017 17:08:35.416928000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
2380;May 20, 2017 17:08:35.416991000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
2381;May 20, 2017 17:08:35.417468000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
2382;May 20, 2017 17:08:35.418665000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
2383;May 20, 2017 17:08:35.418746000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
2384;May 20, 2017 17:08:35.419052000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
2385;May 20, 2017 17:08:35.419501000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
2386;May 20, 2017 17:08:35.419504000 JST;1041;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61636;
2387;May 20, 2017 17:08:35.419553000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
2388;May 20, 2017 17:08:35.419585000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
2389;May 20, 2017 17:08:35.419627000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
2390;May 20, 2017 17:08:35.421032000 JST;1514;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61650;
2391;May 20, 2017 17:08:35.421122000 JST;839;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61636;;61.120.158.48;443;
2392;May 20, 2017 17:08:35.421456000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61650;
2393;May 20, 2017 17:08:35.421497000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61650;;61.120.158.48;443;
2394;May 20, 2017 17:08:35.422013000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61650;
2395;May 20, 2017 17:08:35.422483000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61650;
2396;May 20, 2017 17:08:35.422514000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61650;;61.120.158.48;443;
2397;May 20, 2017 17:08:35.423238000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61650;
2398;May 20, 2017 17:08:35.423941000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61650;
2399;May 20, 2017 17:08:35.423994000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61650;;61.120.158.48;443;
2400;May 20, 2017 17:08:35.424424000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61650;
2401;May 20, 2017 17:08:35.424902000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61650;
2402;May 20, 2017 17:08:35.424969000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61650;;61.120.158.48;443;
2403;May 20, 2017 17:08:35.426006000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61650;
2404;May 20, 2017 17:08:35.426320000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61650;
2405;May 20, 2017 17:08:35.426369000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61650;;61.120.158.48;443;
2406;May 20, 2017 17:08:35.426746000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61650;
2407;May 20, 2017 17:08:35.426748000 JST;211;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61650;
2408;May 20, 2017 17:08:35.426790000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61650;;61.120.158.48;443;
2409;May 20, 2017 17:08:35.426844000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61650;;61.120.158.48;443;
2410;May 20, 2017 17:08:35.427144000 JST;1514;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61641;
2411;May 20, 2017 17:08:35.427970000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61641;
2412;May 20, 2017 17:08:35.428042000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61641;;61.120.158.48;443;
2413;May 20, 2017 17:08:35.428653000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61641;
2414;May 20, 2017 17:08:35.429014000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61641;
2415;May 20, 2017 17:08:35.429017000 JST;373;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61641;
2416;May 20, 2017 17:08:35.429092000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61641;;61.120.158.48;443;
2417;May 20, 2017 17:08:35.429152000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61641;;61.120.158.48;443;
2418;May 20, 2017 17:08:35.429152000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61641;;61.120.158.48;443;
2419;May 20, 2017 17:08:35.431110000 JST;1514;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61647;
2420;May 20, 2017 17:08:35.431628000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2421;May 20, 2017 17:08:35.431716000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2422;May 20, 2017 17:08:35.431988000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2423;May 20, 2017 17:08:35.432514000 JST;838;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61641;;61.120.158.48;443;
2424;May 20, 2017 17:08:35.432657000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2425;May 20, 2017 17:08:35.432772000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2426;May 20, 2017 17:08:35.433666000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2427;May 20, 2017 17:08:35.433734000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2428;May 20, 2017 17:08:35.434629000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2429;May 20, 2017 17:08:35.434632000 JST;1223;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61647;
2430;May 20, 2017 17:08:35.434697000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2431;May 20, 2017 17:08:35.434766000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2432;May 20, 2017 17:08:35.435722000 JST;1514;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61648;
2433;May 20, 2017 17:08:35.436157000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2434;May 20, 2017 17:08:35.436221000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61648;;61.120.158.48;443;
2435;May 20, 2017 17:08:35.436561000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2436;May 20, 2017 17:08:35.437207000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2437;May 20, 2017 17:08:35.437222000 JST;838;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61647;;61.120.158.48;443;
2438;May 20, 2017 17:08:35.437278000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61648;;61.120.158.48;443;
2439;May 20, 2017 17:08:35.437726000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2440;May 20, 2017 17:08:35.438448000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2441;May 20, 2017 17:08:35.438485000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61648;;61.120.158.48;443;
2442;May 20, 2017 17:08:35.438914000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2443;May 20, 2017 17:08:35.439501000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2444;May 20, 2017 17:08:35.439554000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61648;;61.120.158.48;443;
2445;May 20, 2017 17:08:35.439932000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2446;May 20, 2017 17:08:35.440587000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2447;May 20, 2017 17:08:35.440655000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61648;;61.120.158.48;443;
2448;May 20, 2017 17:08:35.440962000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2449;May 20, 2017 17:08:35.441522000 JST;551;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61648;
2450;May 20, 2017 17:08:35.441579000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61648;;61.120.158.48;443;
2451;May 20, 2017 17:08:35.441664000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61648;;61.120.158.48;443;
2452;May 20, 2017 17:08:35.441854000 JST;1514;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61648;
2453;May 20, 2017 17:08:35.442644000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2454;May 20, 2017 17:08:35.442703000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61648;;61.120.158.48;443;
2455;May 20, 2017 17:08:35.443530000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2456;May 20, 2017 17:08:35.443823000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2457;May 20, 2017 17:08:35.443889000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61648;;61.120.158.48;443;
2458;May 20, 2017 17:08:35.444150000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2459;May 20, 2017 17:08:35.444558000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2460;May 20, 2017 17:08:35.444605000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61648;;61.120.158.48;443;
2461;May 20, 2017 17:08:35.445088000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2462;May 20, 2017 17:08:35.445903000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61648;
2463;May 20, 2017 17:08:35.445954000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61648;;61.120.158.48;443;
2464;May 20, 2017 17:08:35.446224000 JST;1514;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61649;
2465;May 20, 2017 17:08:35.447007000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61649;
2466;May 20, 2017 17:08:35.447074000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61649;;61.120.158.48;443;
2467;May 20, 2017 17:08:35.447410000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61649;
2468;May 20, 2017 17:08:35.448111000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61649;
2469;May 20, 2017 17:08:35.448179000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61649;;61.120.158.48;443;
2470;May 20, 2017 17:08:35.448613000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61649;
2471;May 20, 2017 17:08:35.448618000 JST;443;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61649;
2472;May 20, 2017 17:08:35.448691000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61649;;61.120.158.48;443;
2473;May 20, 2017 17:08:35.448810000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61649;;61.120.158.48;443;
2474;May 20, 2017 17:08:35.449294000 JST;1514;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61636;
2475;May 20, 2017 17:08:35.450112000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
2476;May 20, 2017 17:08:35.450290000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
2477;May 20, 2017 17:08:35.450598000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
2478;May 20, 2017 17:08:35.451422000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
2479;May 20, 2017 17:08:35.451760000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
2480;May 20, 2017 17:08:35.451831000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
2481;May 20, 2017 17:08:35.452080000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
2482;May 20, 2017 17:08:35.452154000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
2483;May 20, 2017 17:08:35.452468000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
2484;May 20, 2017 17:08:35.452916000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
2485;May 20, 2017 17:08:35.453208000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
2486;May 20, 2017 17:08:35.453891000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
2487;May 20, 2017 17:08:35.454002000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
2488;May 20, 2017 17:08:35.454269000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
2489;May 20, 2017 17:08:35.455024000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
2490;May 20, 2017 17:08:35.455030000 JST;205;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61636;
2491;May 20, 2017 17:08:35.455106000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
2492;May 20, 2017 17:08:35.455169000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
2493;May 20, 2017 17:08:35.455416000 JST;1514;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61636;
2494;May 20, 2017 17:08:35.455429000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
2495;May 20, 2017 17:08:35.455452000 JST;838;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61649;;61.120.158.48;443;
2496;May 20, 2017 17:08:35.456468000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
2497;May 20, 2017 17:08:35.456580000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
2498;May 20, 2017 17:08:35.456662000 JST;1451;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61650;
2499;May 20, 2017 17:08:35.456702000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61650;;61.120.158.48;443;
2500;May 20, 2017 17:08:35.457531000 JST;1514;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61641;
2501;May 20, 2017 17:08:35.457946000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61641;
2502;May 20, 2017 17:08:35.458008000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61641;;61.120.158.48;443;
2503;May 20, 2017 17:08:35.458279000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61641;
2504;May 20, 2017 17:08:35.458404000 JST;838;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61650;;61.120.158.48;443;
2505;May 20, 2017 17:08:35.458649000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61641;
2506;May 20, 2017 17:08:35.458684000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61641;;61.120.158.48;443;
2507;May 20, 2017 17:08:35.465479000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61641;
2508;May 20, 2017 17:08:35.465485000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61641;
2509;May 20, 2017 17:08:35.465486000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61641;
2510;May 20, 2017 17:08:35.465556000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61641;;61.120.158.48;443;
2511;May 20, 2017 17:08:35.465619000 JST;991;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61641;
2512;May 20, 2017 17:08:35.465622000 JST;1514;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61647;
2513;May 20, 2017 17:08:35.465680000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61641;;61.120.158.48;443;
2514;May 20, 2017 17:08:35.465799000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2515;May 20, 2017 17:08:35.465802000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2516;May 20, 2017 17:08:35.465844000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2517;May 20, 2017 17:08:35.465904000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61641;;61.120.158.48;443;
2518;May 20, 2017 17:08:35.465993000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2519;May 20, 2017 17:08:35.466059000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2520;May 20, 2017 17:08:35.466685000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2521;May 20, 2017 17:08:35.466700000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2522;May 20, 2017 17:08:35.466705000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2523;May 20, 2017 17:08:35.466860000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2524;May 20, 2017 17:08:35.466915000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2525;May 20, 2017 17:08:35.466927000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2526;May 20, 2017 17:08:35.467261000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2527;May 20, 2017 17:08:35.467265000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2528;May 20, 2017 17:08:35.467318000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2529;May 20, 2017 17:08:35.467852000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2530;May 20, 2017 17:08:35.467933000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2531;May 20, 2017 17:08:35.468169000 JST;551;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61647;
2532;May 20, 2017 17:08:35.468289000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2533;May 20, 2017 17:08:35.468432000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2534;May 20, 2017 17:08:35.468942000 JST;1514;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61647;
2535;May 20, 2017 17:08:35.469259000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2536;May 20, 2017 17:08:35.469338000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2537;May 20, 2017 17:08:35.469629000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2538;May 20, 2017 17:08:35.470064000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2539;May 20, 2017 17:08:35.470210000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2540;May 20, 2017 17:08:35.470711000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2541;May 20, 2017 17:08:35.470792000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2542;May 20, 2017 17:08:35.471457000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2543;May 20, 2017 17:08:35.471846000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2544;May 20, 2017 17:08:35.471923000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2545;May 20, 2017 17:08:35.472694000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2546;May 20, 2017 17:08:35.472723000 JST;838;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61641;;61.120.158.48;443;
2547;May 20, 2017 17:08:35.472921000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2548;May 20, 2017 17:08:35.472967000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2549;May 20, 2017 17:08:35.473939000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2550;May 20, 2017 17:08:35.474358000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61647;
2551;May 20, 2017 17:08:35.474448000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61647;;61.120.158.48;443;
2552;May 20, 2017 17:08:35.474577000 JST;198;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61648;
2553;May 20, 2017 17:08:35.474581000 JST;158;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61636;
2554;May 20, 2017 17:08:35.474634000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61648;;61.120.158.48;443;
2555;May 20, 2017 17:08:35.474634000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
2556;May 20, 2017 17:08:35.474763000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61648;;61.120.158.48;443;
2557;May 20, 2017 17:08:35.476318000 JST;1514;eth:ethertype:ip:tcp:ssl;6;61.120.158.48;443;;192.168.3.13;61649;
2558;May 20, 2017 17:08:35.476771000 JST;1514;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61649;
2559;May 20, 2017 17:08:35.476786000 JST;838;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61648;;61.120.158.48;443;
